genome	module	desc	find	need	completeness
AO.10	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
AO.9	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
AO.22	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100
AO.25	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100
AO.99	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.71	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.38	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.128	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.86	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.143	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.92	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
AO.56	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
AO.27	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.103	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.139	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.118	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.45	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.108	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100
A2O.102	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.89	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100
AO.92	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100
AO.34	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
AO.64	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100
A2O.30	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.151	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.51	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.130	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100
AO.78	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
AO.89	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.107	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.9	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.61	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.106	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
AO.39	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.48	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100
AO.69	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.21	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.125	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.24	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.100	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100
AO.65	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.29	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100
AO.86	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100
A2O.93	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100
A2O.31	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.8	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100
A2O.28	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.18	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.40	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100
A2O.46	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.67	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.13	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.158	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
AO.38	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
AO.74	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100
AO.12	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.147	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.74	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.35	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100
A2O.12	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
AO.67	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
AO.82	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.42	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.25	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.157	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
AO.36	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.91	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	2	2	100
AO.23	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.33	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
AO.3	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
AO.29	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.22	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
AO.41	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	1	2	50
A2O.1	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.129	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	2	2	100
A2O.138	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.95	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	2	2	100
AO.62	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.85	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
AO.80	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	2	2	100
AO.76	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	2	2	100
A2O.135	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
AO.22	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.71	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.26	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.128	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.88	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.143	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.92	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	2	2	100
A2O.103	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.146	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.108	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	2	2	100
A2O.102	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.89	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.30	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.151	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.136	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.61	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.77	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.53	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.48	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.100	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
AO.86	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.93	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.31	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.8	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.158	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
AO.74	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.90	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
AO.61	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
AO.3	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	2	2	100
A2O.15	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	1	2	50
A2O.138	M00276	"PTS system, mannose-specific II component"	1	1	100
A2O.52	M00276	"PTS system, mannose-specific II component"	1	1	100
A2O.4	M00276	"PTS system, mannose-specific II component"	1	1	100
A2O.129	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	4	7	57.14
A2O.95	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	6	7	85.71
AO.25	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	4	7	57.14
A2O.108	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	4	7	57.14
A2O.31	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	4	7	57.14
A2O.8	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	5	7	71.43
AO.74	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	5	7	71.43
A2O.35	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	5	7	71.43
A2O.91	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	5	7	71.43
AO.46	M00376	3-Hydroxypropionate bi-cycle	7	13	53.85
AO.92	M00376	3-Hydroxypropionate bi-cycle	7	13	53.85
AO.64	M00376	3-Hydroxypropionate bi-cycle	7	13	53.85
A2O.130	M00376	3-Hydroxypropionate bi-cycle	7	13	53.85
AO.79	M00376	3-Hydroxypropionate bi-cycle	7	13	53.85
A2O.69	M00376	3-Hydroxypropionate bi-cycle	7	13	53.85
AO.26	M00376	3-Hydroxypropionate bi-cycle	7	13	53.85
A2O.123	M00376	3-Hydroxypropionate bi-cycle	7	13	53.85
A2O.40	M00376	3-Hydroxypropionate bi-cycle	7	13	53.85
A2O.56	M00376	3-Hydroxypropionate bi-cycle	7	13	53.85
AO.93	M00374	Dicarboxylate-hydroxybutyrate cycle	7	13	53.85
AO.50	M00374	Dicarboxylate-hydroxybutyrate cycle	8	13	61.54
A2O.32	M00374	Dicarboxylate-hydroxybutyrate cycle	7	13	53.85
AO.17	M00374	Dicarboxylate-hydroxybutyrate cycle	7	13	53.85
AO.10	M00374	Dicarboxylate-hydroxybutyrate cycle	7	13	53.85
AO.99	M00374	Dicarboxylate-hydroxybutyrate cycle	7	13	53.85
AO.51	M00374	Dicarboxylate-hydroxybutyrate cycle	7	13	53.85
A2O.112	M00374	Dicarboxylate-hydroxybutyrate cycle	7	13	53.85
A2O.134	M00374	Dicarboxylate-hydroxybutyrate cycle	8	13	61.54
AO.5	M00374	Dicarboxylate-hydroxybutyrate cycle	7	13	53.85
A2O.21	M00374	Dicarboxylate-hydroxybutyrate cycle	7	13	53.85
A2O.123	M00374	Dicarboxylate-hydroxybutyrate cycle	7	13	53.85
A2O.132	M00374	Dicarboxylate-hydroxybutyrate cycle	8	13	61.54
A2O.84	M00374	Dicarboxylate-hydroxybutyrate cycle	7	13	53.85
AO.74	M00374	Dicarboxylate-hydroxybutyrate cycle	7	13	53.85
A2O.74	M00374	Dicarboxylate-hydroxybutyrate cycle	7	13	53.85
AO.18	M00374	Dicarboxylate-hydroxybutyrate cycle	7	13	53.85
AO.97	M00373	Ethylmalonyl pathway	7	12	58.33
A2O.76	M00373	Ethylmalonyl pathway	6	12	50
A2O.113	M00373	Ethylmalonyl pathway	7	12	58.33
A2O.114	M00373	Ethylmalonyl pathway	7	12	58.33
A2O.14	M00373	Ethylmalonyl pathway	9	12	75
A2O.133	M00373	Ethylmalonyl pathway	9	12	75
A2O.86	M00373	Ethylmalonyl pathway	7	12	58.33
AO.56	M00373	Ethylmalonyl pathway	6	12	50
AO.46	M00373	Ethylmalonyl pathway	7	12	58.33
AO.28	M00373	Ethylmalonyl pathway	7	12	58.33
AO.2	M00373	Ethylmalonyl pathway	7	12	58.33
AO.79	M00373	Ethylmalonyl pathway	6	12	50
A2O.69	M00373	Ethylmalonyl pathway	10	12	83.33
A2O.107	M00373	Ethylmalonyl pathway	10	12	83.33
A2O.9	M00373	Ethylmalonyl pathway	6	12	50
AO.26	M00373	Ethylmalonyl pathway	10	12	83.33
AO.39	M00373	Ethylmalonyl pathway	6	12	50
A2O.123	M00373	Ethylmalonyl pathway	9	12	75
A2O.46	M00373	Ethylmalonyl pathway	8	12	66.67
AO.57	M00373	Ethylmalonyl pathway	10	12	83.33
AO.12	M00373	Ethylmalonyl pathway	8	12	66.67
A2O.56	M00373	Ethylmalonyl pathway	11	12	91.67
A2O.12	M00373	Ethylmalonyl pathway	8	12	66.67
AO.82	M00373	Ethylmalonyl pathway	7	12	58.33
AO.36	M00373	Ethylmalonyl pathway	6	12	50
AO.59	M00373	Ethylmalonyl pathway	7	12	58.33
AO.83	M00279	"PTS system, galactitol-specific II component"	1	1	100
A2O.71	M00519	YesM-YesN two-component regulatory system	1	2	50
A2O.89	M00519	YesM-YesN two-component regulatory system	2	2	100
A2O.31	M00519	YesM-YesN two-component regulatory system	2	2	100
AO.74	M00519	YesM-YesN two-component regulatory system	2	2	100
A2O.52	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	2	3	66.67
A2O.32	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	2	3	66.67
AO.21	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	3	3	100
AO.79	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	3	3	100
A2O.69	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	3	3	100
A2O.107	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	3	3	100
AO.26	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	3	3	100
AO.16	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	2	3	66.67
AO.57	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	2	3	66.67
A2O.56	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	3	3	100
AO.40	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	2	3	66.67
