node	description	type	module	module_descr	pathway	pathway_descr	node_type
R07525	spirilloxanthin,reduced-ferredoxin:oxygen oxidoreductase (spirilloxanthin-2-one-forming)	NA	NA	NA	map01100	Metabolic pathways	reaction
R07528	lycopene hydro-lyase (1-hydroxy-1,2-dihydrolycopene-forming)	NA	NA	NA	map01100	Metabolic pathways	reaction
C15887	3',4'-Dihydrorhodovibrin	NA	NA	NA	NA	NA	compound
R07529	S-adenosyl-L-methionine:demethylspheroidene O-methyltransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
C15888	3,4,3',4'-Tetrahydrospirilloxanthin	NA	NA	NA	NA	NA	compound
R03630	phthalate,NADH:oxygen oxidoreductase (4,5-hydroxylating)	NA	M00623	Phthalate degradation, phthalate => protocatechuate	map01100	Metabolic pathways	reaction
C01606	Phthalate	NA	NA	NA	NA	NA	compound
C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate	NA	NA	NA	NA	NA	compound
R03636	leucocyanidin:NADP+ 4-oxidoreductase	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C01617	Taxifolin	NA	NA	NA	NA	NA	compound
C05906	Leucocyanidin	NA	NA	NA	NA	NA	compound
R03634	Stachyose + H2O <=> Raffinose + D-Galactose	NA	NA	NA	map00052	Galactose metabolism	reaction
C00492	Raffinose	NA	NA	NA	NA	NA	compound
C01613	Stachyose	NA	NA	NA	NA	NA	compound
R03635	Stachyose fructohydrolase	NA	NA	NA	map00052	Galactose metabolism	reaction
C00095	D-Fructose	Carbohydrates	NA	NA	NA	NA	compound
C05404	D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose	NA	NA	NA	NA	NA	compound
R03639	taxifolin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C02906	Dihydromyricetin	NA	NA	NA	NA	NA	compound
R01855	2'-Deoxyguanosine 5'-triphosphate diphosphohydrolase	NA	NA	NA	map00230	Purine metabolism	reaction
C00286	dGTP	Nucleic acids	NA	NA	NA	NA	compound
C00362	dGMP	Nucleic acids	NA	NA	NA	NA	compound
R01856	dGTP triphosphohydrolase	NA	NA	NA	map00230	Purine metabolism	reaction
C00330	Deoxyguanosine	Nucleic acids	NA	NA	NA	NA	compound
C00536	Triphosphate	NA	NA	NA	NA	NA	compound
R01857	ATP:dGDP phosphotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
C00008	ADP	Nucleic acids	NA	NA	NA	NA	compound
C00361	dGDP	Nucleic acids	NA	NA	NA	NA	compound
R07650	L-2,4-diaminobutanoate carboxy-lyase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C00986	1,3-Diaminopropane	NA	NA	NA	NA	NA	compound
C03283	L-2,4-Diaminobutanoate	NA	NA	NA	NA	NA	compound
R01858	dGTP:pyruvate 2-O-phosphotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
C00074	Phosphoenolpyruvate	NA	NA	NA	NA	NA	compound
R01859	propanoyl-CoA:carbon-dioxide ligase (ADP-forming)	NA	M00376	3-Hydroxypropionate bi-cycle	map01100	Metabolic pathways	reaction
C00100	Propanoyl-CoA	NA	NA	NA	NA	NA	compound
C00288	HCO3-	NA	NA	NA	NA	NA	compound
C00683	(S)-Methylmalonyl-CoA	NA	NA	NA	NA	NA	compound
R03189	5-Formyltetrahydrofolate:L-glutamate N-formiminotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
C00101	Tetrahydrofolate	Vitamins and Cofactors	NA	NA	NA	NA	compound
C01045	N-Formyl-L-glutamate	NA	NA	NA	NA	NA	compound
C03479	Folinic acid	NA	NA	NA	NA	NA	compound
R03184	L-gulono-1,4-lactone:oxygen 2-oxidoreductase	NA	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	map01100	Metabolic pathways	reaction
C01040	L-Gulono-1,4-lactone	NA	NA	NA	NA	NA	compound
C03289	L-xylo-Hexulonolactone	NA	NA	NA	NA	NA	compound
R03187	N-Methylimidazolidine-2,4-dione amidohydrolase (ATP-hydrolysing)	NA	NA	NA	map01100	Metabolic pathways	reaction
C01043	N-Carbamoylsarcosine	NA	NA	NA	NA	NA	compound
C02565	N-Methylhydantoin	NA	NA	NA	NA	NA	compound
R03180	4-Guanidinobutanamide amidohydrolase	NA	NA	NA	map00330	Arginine and proline metabolism	reaction
C01035	4-Guanidinobutanoate	NA	NA	NA	NA	NA	compound
C03078	4-Guanidinobutanamide	NA	NA	NA	NA	NA	compound
C01036	4-Maleylacetoacetate	NA	NA	NA	NA	NA	compound
R03181	4-Maleylacetoacetate cis-trans-isomerase	NA	M00044	Tyrosine degradation, tyrosine => homogentisate	map01100	Metabolic pathways	reaction
C01061	4-Fumarylacetoacetate	NA	NA	NA	NA	NA	compound
R03182	7,8-Diaminononanoate:carbon-dioxide cyclo-ligase	NA	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	map01100	Metabolic pathways	reaction
C01037	7,8-Diaminononanoate	NA	NA	NA	NA	NA	compound
C01909	Dethiobiotin	NA	NA	NA	NA	NA	compound
R10340	dimethylallyl-diphosphate:brevianamide-F dimethylallyl-C-2-transferase	NA	M00786	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A	map01130	Biosynthesis of antibiotics	reaction
C00235	Dimethylallyl diphosphate	NA	NA	NA	NA	NA	compound
C20512	Tryprostatin B	NA	NA	NA	NA	NA	compound
C20563	Brevianamide F	NA	NA	NA	NA	NA	compound
R06693	S-adenosyl-L-methionine:carminomycin 4-O-methyltransferase	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
C01907	Daunorubicin	NA	NA	NA	NA	NA	compound
C12432	Carminomycin	NA	NA	NA	NA	NA	compound
R06692	13-dihydrocarminomycin,NADPH:oxygen oxidoreductase	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
C12431	13-Dihydrocarminomycin	NA	NA	NA	NA	NA	compound
R06691	13-deoxycarminomycin,NADPH:oxygen oxidoreductase (13-hydroxylating)	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
C12428	13-Deoxycarminomycin	NA	NA	NA	NA	NA	compound
R06690	daunorubicin,NADPH:oxygen oxidoreductase (hydroxylating)	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
C01661	Doxorubicin	Antibiotics	NA	NA	NA	NA	compound
R06696	6-Deoxydihydrokalafungin + Oxygen <=> Dihydrokalafungin + H2O	NA	M00779	Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin	map01130	Biosynthesis of antibiotics	reaction
C12435	6-Deoxydihydrokalafungin	NA	NA	NA	NA	NA	compound
C12436	Dihydrokalafungin	NA	NA	NA	NA	NA	compound
C12434	(S)-DNPA	NA	NA	NA	NA	NA	compound
R06695	(S)-DNPA <=> 6-Deoxydihydrokalafungin	NA	M00779	Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin	map01130	Biosynthesis of antibiotics	reaction
R06694	Daunorubicin <=> (13S)-13-Dihydrodaunorubicin	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
C12433	(13S)-13-Dihydrodaunorubicin	NA	NA	NA	NA	NA	compound
C14602	3-Hydroxyaminophenol	NA	NA	NA	NA	NA	compound
R09284	3-(hydroxyamino)phenol hydroxymutase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C18351	4-Aminocatechol	NA	NA	NA	NA	NA	compound
R06699	tetracenomycin-F2 hydro-lyase (tetracenomycin-F1-forming)	NA	M00783	Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C	map01130	Biosynthesis of antibiotics	reaction
C12366	Tetracenomycin F2	NA	NA	NA	NA	NA	compound
C12367	Tetracenomycin F1	NA	NA	NA	NA	NA	compound
R02581	(5Z,13E)-(15S)-9alpha,11alpha,15-trihydroxyprosta-5,13-dienoate:NADP+ 9-oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
C00584	Prostaglandin E2	Lipids	NA	NA	NA	NA	compound
C00639	Prostaglandin F2alpha	Lipids	NA	NA	NA	NA	compound
R02589	3-hydroxybenzoate,NADH:oxygen oxidoreductase (6-hydroxylating)	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C00587	3-Hydroxybenzoate	NA	NA	NA	NA	NA	compound
C00628	2,5-Dihydroxybenzoate	NA	NA	NA	NA	NA	compound
R00727	Succinate:CoA ligase (IDP-forming)	NA	M00009	Citrate cycle (TCA cycle, Krebs cycle)	map01100	Metabolic pathways	reaction
C00081	ITP	NA	NA	NA	NA	NA	compound
C00104	IDP	NA	NA	NA	NA	NA	compound
R00726	ITP:oxaloacetate carboxy-lyase (adding ITP	NA	M00003	Gluconeogenesis, oxaloacetate => fructose-6P	map01100	Metabolic pathways	reaction
C00036	Oxaloacetate	Organic acids	NA	NA	NA	NA	compound
R00720	Inosine 5'-triphosphate pyrophosphohydrolase	NA	NA	NA	map00230	Purine metabolism	reaction
C00130	IMP	NA	NA	NA	NA	NA	compound
R00722	ATP:IDP phosphotransferase	NA	NA	NA	map00230	Purine metabolism	reaction
R00729	L-Tyrosine:oxygen oxidoreductase (deaminating)	NA	M00044	Tyrosine degradation, tyrosine => homogentisate	map01100	Metabolic pathways	reaction
C00082	L-Tyrosine	Peptides	NA	NA	NA	NA	compound
C01179	3-(4-Hydroxyphenyl)pyruvate	NA	NA	NA	NA	NA	compound
R00728	L-tyrosine phenol-lyase (deaminating	NA	NA	NA	map00350	Tyrosine metabolism	reaction
C00146	Phenol	NA	NA	NA	NA	NA	compound
R05000	polyisopentenylpyrolinate:4-hydroxybenzoate nonaprenyltransferase	NA	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone	map01100	Metabolic pathways	reaction
C00156	4-Hydroxybenzoate	NA	NA	NA	NA	NA	compound
C05847	all-trans-Polyprenyl diphosphate	NA	NA	NA	NA	NA	compound
R05443	m-xylene, ferredoxin:oxygen oxidoreductase (methyl-hydroxylating)	NA	M00537	Xylene degradation, xylene => methylbenzoate	map01100	Metabolic pathways	reaction
C07208	m-Xylene	NA	NA	NA	NA	NA	compound
C07216	3-Methylbenzyl alcohol	NA	NA	NA	NA	NA	compound
R00122	ADP phosphohydrolase	NA	NA	NA	map00230	Purine metabolism	reaction
R05441	4-chlorophenol,NADPH:oxygen oxidoreductase (6-hydroxylating)	NA	NA	NA	map01100	Metabolic pathways	reaction
C02124	4-Chlorophenol	NA	NA	NA	NA	NA	compound
C02375	4-Chlorocatechol	NA	NA	NA	NA	NA	compound
R05447	2,4,5-Trichlorophenol + FADH2 + Oxygen <=> 2,5-Dichloro-p-benzoquinone + FAD + H2O + Cl-	NA	NA	NA	map01100	Metabolic pathways	reaction
C00016	FAD	Vitamins and Cofactors	NA	NA	NA	NA	compound
C00698	Cl-	NA	NA	NA	NA	NA	compound
C01352	FADH2	NA	NA	NA	NA	NA	compound
C07101	2,4,5-Trichlorophenol	NA	NA	NA	NA	NA	compound
C21104	2,5-Dichloro-p-benzoquinone	NA	NA	NA	NA	NA	compound
R05446	2,5-Dichlorohydroquinone + FADH2 + Oxygen <=> 5-Chloro-2-hydroxy-p-benzoquinone + FAD + H2O + Cl-	NA	NA	NA	map01100	Metabolic pathways	reaction
C06600	2,5-Dichlorohydroquinone	NA	NA	NA	NA	NA	compound
C21105	5-Chloro-2-hydroxy-p-benzoquinone	NA	NA	NA	NA	NA	compound
R05918	G00144 + Palmitoyl-CoA <=> G00145 + CoA	NA	M00065	GPI-anchor biosynthesis, core oligosaccharide	map01100	Metabolic pathways	reaction
C00154	Palmitoyl-CoA	NA	NA	NA	NA	NA	compound
R00125	P1,P4-bis(5'-adenosyl)-tetraphosphate nucleotidebisphosphohydrolase	NA	NA	NA	map00230	Purine metabolism	reaction
C01260	P1,P4-Bis(5'-adenosyl)tetraphosphate	NA	NA	NA	NA	NA	compound
R05444	Ethylene + Oxygen + NADH + H+ <=> Ethylene oxide + NAD+ + H2O	NA	NA	NA	map01100	Metabolic pathways	reaction
C06547	Ethylene	NA	NA	NA	NA	NA	compound
C06548	Ethylene oxide	NA	NA	NA	NA	NA	compound
R05917	G00143 + H2O <=> G00144 + Acetate	NA	M00065	GPI-anchor biosynthesis, core oligosaccharide	map01100	Metabolic pathways	reaction
C00033	Acetate	Organic acids	NA	NA	NA	NA	compound
C01194	1-Phosphatidyl-D-myo-inositol	Lipids	NA	NA	NA	NA	compound
R05916	UDP-N-acetyl-D-glucosamine + 1-Phosphatidyl-D-myo-inositol <=> UDP + G00143	NA	M00065	GPI-anchor biosynthesis, core oligosaccharide	map01100	Metabolic pathways	reaction
C20529	14,15-Epoxyemindole SB	NA	NA	NA	NA	NA	compound
R10353	14,15-Epoxyemindole SB <=> Paspaline	NA	M00661	Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline	map01100	Metabolic pathways	reaction
C20530	Paspaline	NA	NA	NA	NA	NA	compound
R09281	4-hydroxybutanoate:NADP+ oxidoreductase	NA	M00375	Hydroxypropionate-hydroxybutylate cycle	map01100	Metabolic pathways	reaction
C00232	Succinate semialdehyde	Organic acids	NA	NA	NA	NA	compound
C00989	4-Hydroxybutanoic acid	Organic acids	NA	NA	NA	NA	compound
C20526	10,11-Epoxy-3-geranylgeranylindole	NA	NA	NA	NA	NA	compound
R10352	10,11-Epoxy-3-geranylgeranylindole <=> Emindole SB	NA	M00661	Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline	map01100	Metabolic pathways	reaction
C20527	Emindole SB	NA	NA	NA	NA	NA	compound
R04758	11beta-Hydroxyandrost-4-ene-3,17-dione:NADP+ 11-oxidoreductase	NA	NA	NA	map00140	Steroid hormone biosynthesis	reaction
C05284	11beta-Hydroxyandrost-4-ene-3,17-dione	NA	NA	NA	NA	NA	compound
C05285	Adrenosterone	Steroids	NA	NA	NA	NA	compound
R04759	19-hydroxyandrostenedione,NADPH---hemoprotein reductase:oxygen 19-oxidoreductase	NA	M00110	C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone	map01100	Metabolic pathways	reaction
C05290	19-Hydroxyandrost-4-ene-3,17-dione	NA	NA	NA	NA	NA	compound
C05297	19-Oxoandrost-4-ene-3,17-dione	NA	NA	NA	NA	NA	compound
R04751	hexanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
C05270	Hexanoyl-CoA	NA	NA	NA	NA	NA	compound
C05271	trans-Hex-2-enoyl-CoA	NA	NA	NA	NA	NA	compound
R04753	trans-Dec-2-enoyl-CoA reductase	NA	NA	NA	map01100	Metabolic pathways	reaction
C05274	Decanoyl-CoA	NA	NA	NA	NA	NA	compound
C05275	trans-Dec-2-enoyl-CoA	NA	NA	NA	NA	NA	compound
R04754	decanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
C05279	trans,cis-Lauro-2,6-dienoyl-CoA	NA	NA	NA	NA	NA	compound
R04756	cis,cis-3,6-Dodecadienoyl-CoA delta3-cis-delta2-trans-isomerase	NA	NA	NA	map00071	Fatty acid degradation	reaction
C05280	cis,cis-3,6-Dodecadienoyl-CoA	NA	NA	NA	NA	NA	compound
R08155	Juvenile hormone III <=> 12-trans-Hydroxy juvenile hormone III	NA	NA	NA	map00981	Insect hormone biosynthesis	reaction
C16508	12-trans-Hydroxy juvenile hormone III	NA	NA	NA	NA	NA	compound
R00438	polyribonucleotide:phosphate uridylyltransferase	NA	NA	NA	map00240	Pyrimidine metabolism	reaction
C00046	RNA	NA	NA	NA	NA	NA	compound
R09252	cyclohex-1-ene-1-carbonyl-CoA:electron transfer flavoprotein oxidoreductase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C06322	Cyclohexa-1,5-diene-1-carbonyl-CoA	NA	NA	NA	NA	NA	compound
C09811	Cyclohex-1-ene-1-carboxyl-CoA	NA	NA	NA	NA	NA	compound
R10029	N,N-Dihydroxy-L-isoleucine <=> (E)-2-Methylbutanal oxime + CO2 + H2O	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C19491	(E)-2-Methylbutanal oxime	NA	NA	NA	NA	NA	compound
C20311	N,N-Dihydroxy-L-isoleucine	NA	NA	NA	NA	NA	compound
R10028	N-hydroxy-L-isoleucine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (N-hydroxylating)	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C20310	N-Hydroxy-L-isoleucine	NA	NA	NA	NA	NA	compound
R09256	4-coumaroyl-CoA:putrescine N4-coumaroyltransferase	NA	NA	NA	map00330	Arginine and proline metabolism	reaction
C00134	Putrescine	Peptides	NA	NA	NA	NA	compound
C18326	p-Coumaroylputrescine	NA	NA	NA	NA	NA	compound
R09257	feruloyl-CoA:putrescine feruloyltransferase	NA	NA	NA	map00330	Arginine and proline metabolism	reaction
C00406	Feruloyl-CoA	NA	NA	NA	NA	NA	compound
C10497	Feruloylputrescine	NA	NA	NA	NA	NA	compound
R09254	L-tyrosine:pyruvate aminotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R09255	feruloyl-CoA:agmatine feruloyltransferase	NA	NA	NA	map00330	Arginine and proline metabolism	reaction
C00179	Agmatine	NA	NA	NA	NA	NA	compound
C18325	Feruloylagmatine	NA	NA	NA	NA	NA	compound
R10020	narcotine hemiacetal:NAD+ oxidoreductase	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C09592	alpha-Narcotine	NA	NA	NA	NA	NA	compound
C20297	Narcotine hemiacetal	NA	NA	NA	NA	NA	compound
R10027	L-isoleucine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (N-hydroxylating)	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C00407	L-Isoleucine	Peptides	NA	NA	NA	NA	compound
R04534	(3R)-3-Hydroxydecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
C04619	(3R)-3-Hydroxydecanoyl-[acyl-carrier protein]	NA	NA	NA	NA	NA	compound
C05753	3-Oxodecanoyl-[acp]	NA	NA	NA	NA	NA	compound
R04535	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase	NA	NA	NA	map01100	Metabolic pathways	reaction
C05754	trans-Dec-2-enoyl-[acp]	NA	NA	NA	NA	NA	compound
R04536	(3R)-3-Hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
C04620	(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein]	NA	NA	NA	NA	NA	compound
C05750	3-Oxooctanoyl-[acp]	NA	NA	NA	NA	NA	compound
R04537	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase	NA	NA	NA	map01100	Metabolic pathways	reaction
C05751	trans-Oct-2-enoyl-[acp]	NA	NA	NA	NA	NA	compound
R04533	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]:NADP+ oxidoreductase	NA	M00083	Fatty acid biosynthesis, elongation	map01100	Metabolic pathways	reaction
C04618	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]	NA	NA	NA	NA	NA	compound
C05744	Acetoacetyl-[acp]	NA	NA	NA	NA	NA	compound
R11370	6-methylsalicylate:CoA ligase (AMP-forming)	NA	M00829	3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA	map01130	Biosynthesis of antibiotics	reaction
C02657	6-Methylsalicylate	NA	NA	NA	NA	NA	compound
C21312	6-Methylsalicylyl-CoA	NA	NA	NA	NA	NA	compound
R11371	S-adenosyl-L-methionine:6-methylsalicylyl-CoA 3-C-methyltransferase	NA	M00829	3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA	map01130	Biosynthesis of antibiotics	reaction
C21313	3,6-Dimethylsalicylyl-CoA	NA	NA	NA	NA	NA	compound
R11372	(8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate lyase (cyclic pyranopterin phosphate-forming)	NA	NA	NA	map01100	Metabolic pathways	reaction
C18239	Precursor Z	NA	NA	NA	NA	NA	compound
C21310	(8S)-3',8-Cyclo-7,8-dihydroguanosine 5'-triphosphate	NA	NA	NA	NA	NA	compound
R11373	protoviolaceinate,NADH:O2 oxidoreductase	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
C21134	Protoviolaceinic acid	NA	NA	NA	NA	NA	compound
C21135	Violaceinic acid	NA	NA	NA	NA	NA	compound
R11374	protodeoxyviolaceinate,NADH:O2 oxidoreductase	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
C21132	Deoxyviolaceinic acid	NA	NA	NA	NA	NA	compound
R07670	beta-2,3,4,5,6-Pentachlorocyclohexanol halidohydrolase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C16181	beta-2,3,4,5,6-Pentachlorocyclohexanol	NA	NA	NA	NA	NA	compound
C16182	beta-2,3,5,6-Tetrachloro-1,4-cyclohexanediol	NA	NA	NA	NA	NA	compound
R07671	Protein N(pi)-phospho-L-histidine + Ascorbate <=> Protein histidine + L-Ascorbate 6-phosphate	NA	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P	map01100	Metabolic pathways	reaction
C16186	L-Ascorbate 6-phosphate	NA	NA	NA	NA	NA	compound
R08373	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (alpha-humulene-forming)	NA	NA	NA	map00909	Sesquiterpenoid and triterpenoid biosynthesis	reaction
C09684	Humulene	NA	NA	NA	NA	NA	compound
R11602	geranyl-diphosphate:umbelliferone 8-geranyltransferase	NA	NA	NA	NA	NA	reaction
C09315	Umbelliferone	NA	NA	NA	NA	NA	compound
C21495	8-Geranylumbelliferone	NA	NA	NA	NA	NA	compound
R08370	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(E)-alpha-bisabolene-forming]	NA	NA	NA	map01100	Metabolic pathways	reaction
C19749	(E)-alpha-Bisabolene	NA	NA	NA	NA	NA	compound
R09746	4,4'-diapophytoene:FAD oxidoreductase	NA	NA	NA	map00906	Carotenoid biosynthesis	reaction
C16145	4,4'-Diaponeurosporene	NA	NA	NA	NA	NA	compound
C19797	4,4'-Diapolycopene	NA	NA	NA	NA	NA	compound
R09747	beta-carotene,reduced ferredoxin [iron-sulfur] cluster:oxygen 3-oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
C02094	beta-Carotene	NA	NA	NA	NA	NA	compound
C06098	Zeaxanthin	NA	NA	NA	NA	NA	compound
R10689	L-Fucono-1,5-lactone + H2O <=> L-Fuconate	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C01720	L-Fuconate	NA	NA	NA	NA	NA	compound
C18028	L-Fucono-1,5-lactone	NA	NA	NA	NA	NA	compound
R10688	N-Acetylaspartylglutamylglutamate + H2O <=> N-Acetylaspartylglutamate + L-Glutamate	NA	NA	NA	map01100	Metabolic pathways	reaction
C12270	N-Acetylaspartylglutamate	NA	NA	NA	NA	NA	compound
C20776	N-Acetylaspartylglutamylglutamate	NA	NA	NA	NA	NA	compound
R10687	N-Acetylaspartylglutamate + H2O <=> N-Acetyl-L-aspartate + L-Glutamate	NA	NA	NA	map01100	Metabolic pathways	reaction
C01042	N-Acetyl-L-aspartate	NA	NA	NA	NA	NA	compound
C00018	Pyridoxal phosphate	Vitamins and Cofactors	NA	NA	NA	NA	compound
R10686	Pyridoxal phosphate + L-Histidine <=> 4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine	NA	NA	NA	map01100	Metabolic pathways	reaction
C00135	L-Histidine	Peptides	NA	NA	NA	NA	compound
C04556	4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine	NA	NA	NA	NA	NA	compound
R10685	NAD+:glycine ADP-D-ribosyltransferase (dehydroalanine-producing)	NA	NA	NA	map01100	Metabolic pathways	reaction
C00037	Glycine	Peptides,Hormones and transmitters	NA	NA	NA	NA	compound
C02743	[Protein]-L-cysteine	NA	NA	NA	NA	NA	compound
C20784	ADP-5-ethyl-4-methylthiazole-2-carboxylate	NA	NA	NA	NA	NA	compound
C21861	[Protein]-dehydroalanine	NA	NA	NA	NA	NA	compound
R10684	6-deoxoteasterone,NADPH---hemoprotein reductase:oxygen oxidoreductase (7-oxateasterone-forming)	NA	NA	NA	NA	NA	reaction
C15799	6-Deoxoteasterone	NA	NA	NA	NA	NA	compound
C17733	7-Oxateasterone	NA	NA	NA	NA	NA	compound
R10683	6-deoxotyphasterol,NADPH---hemoprotein reductase:oxygen oxidoreductase (7-oxatyphasterol-forming)	NA	NA	NA	NA	NA	reaction
C15801	6-Deoxotyphasterol	NA	NA	NA	NA	NA	compound
C17735	7-Oxatyphasterol	NA	NA	NA	NA	NA	compound
R10682	6-deoxocastasterone,NADPH---hemoprotein reductase:oxygen oxidoreductase (brassinolide-forming)	NA	NA	NA	NA	NA	reaction
C08814	Brassinolide	Steroids	NA	NA	NA	NA	compound
C15802	6-Deoxocastasterone	NA	NA	NA	NA	NA	compound
R11295	Gentamicin X2 + FAD <=> 6'-Oxogentamicin X2 + FADH2	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
C17702	Gentamicin X2	NA	NA	NA	NA	NA	compound
C21267	6'-Oxogentamicin X2	NA	NA	NA	NA	NA	compound
C00177	Cyanide ion	NA	NA	NA	NA	NA	compound
R02811	Cyanohydrin ketone-lyase	NA	NA	NA	NA	NA	reaction
C01450	Ketone	NA	NA	NA	NA	NA	compound
C05712	Cyanohydrin	NA	NA	NA	NA	NA	compound
R05976	Protein asparagine + G00008 <=> Dolichyl diphosphate + G00009	NA	M00072	N-glycosylation by oligosaccharyltransferase	map01100	Metabolic pathways	reaction
C03021	Protein asparagine	NA	NA	NA	NA	NA	compound
R10461	O-acetyl-L-serine:hydroxyurea 2-amino-2-carboxyethyltransferase	NA	M00785	Cycloserine biosynthesis, arginine/serine => cycloserine	map01130	Biosynthesis of antibiotics	reaction
C00979	O-Acetyl-L-serine	NA	NA	NA	NA	NA	compound
C07044	Hydroxyurea	NA	NA	NA	NA	NA	compound
C20639	O-Ureido-L-serine	NA	NA	NA	NA	NA	compound
R10460	GDP-4-amino-4,6-dideoxy-alpha-D-mannose:2-oxoglutarate aminotransferase	NA	NA	NA	map00520	Amino sugar and nucleotide sugar metabolism	reaction
C01222	GDP-4-dehydro-6-deoxy-D-mannose	NA	NA	NA	NA	NA	compound
C20638	GDP-4-amino-4,6-dideoxy-alpha-D-mannose	NA	NA	NA	NA	NA	compound
C01255	N-(6-Aminohexanoyl)-6-aminohexanoate	NA	NA	NA	NA	NA	compound
R10979	[N-(6-Aminohexanoyl)]n <=> N-(6-Aminohexanoyl)-6-aminohexanoate	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C20988	[N-(6-Aminohexanoyl)]n	NA	NA	NA	NA	NA	compound
R10978	6-aminohexanoate-cyclic-oligomer amidohydrolase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C20990	6-Aminohexanoate cyclic oligomer	NA	NA	NA	NA	NA	compound
R10970	ATP:6-deoxy-6-sulfo-D-fructose 1-phosphotransferase	NA	NA	NA	NA	NA	reaction
C20830	6-Deoxy-6-sulfo-D-fructose	NA	NA	NA	NA	NA	compound
